Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Mercer,10/29/2020,28,20,1114,109424,25.6,18.3,1018.1,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Montgomery,07/26/2020,51,53.7,9720,830915,6.1,6.5,1169.8,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Centre,08/20/2020,3,3.6,424,162385,1.8,2.2,261.1,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Butler,03/25/2021,73,46.9,14984,187853,38.9,24.9,7976.4,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Susquehanna,02/12/2021,9,7.9,1635,40328,22.3,19.5,4054.3,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Centre,09/17/2020,29,79.3,1697,162385,17.9,48.8,1045,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Montgomery,06/04/2020,66,68.1,7574,830915,7.9,8.2,911.5,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Mercer,03/29/2021,21,13.4,8522,109424,19.2,12.3,7788.1,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Potter,12/25/2020,20,8.6,558,16526,121,51.9,3376.5,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Delaware,06/30/2020,30,22,7338,566747,5.3,3.9,1294.8,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Greene,01/07/2021,47,31.7,1943,36233,129.7,87.5,5362.5,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Northumberland,03/15/2021,24,15.3,8279,90843,26.4,16.8,9113.5,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Erie,03/04/2021,52,57.3,17563,269728,19.3,21.2,6511.4,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Lawrence,09/26/2020,3,3.1,525,85512,3.5,3.7,613.9,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Montgomery,03/04/2021,148,158,54771,830915,17.8,19,6591.6,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Greene,12/23/2020,28,38,1483,36233,77.3,104.9,4093,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Northampton,09/12/2020,16,11.7,4274,305285,5.2,3.8,1400,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Armstrong,01/08/2021,74,57.7,4020,64735,114.3,89.2,6209.9,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Schuylkill,07/12/2020,1,3,784,141359,0.7,2.1,554.6,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Lawrence,11/17/2020,43,42.7,1694,85512,50.3,50,1981,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Northampton,04/01/2021,168,148.1,30771,305285,55,48.5,10079.4,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Montgomery,12/31/2020,452,407,36789,830915,54.4,49,4427.5,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
McKean,02/20/2021,2,6.7,3010,40625,4.9,16.5,7409.2,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Montgomery,07/24/2020,59,49.4,9611,830915,7.1,5.9,1156.7,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Columbia,11/10/2020,12,9.9,1169,64964,18.5,15.2,1799.5,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Montour,02/16/2021,1,4.1,1710,18230,5.5,22.7,9380.1,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Butler,11/15/2020,81,87,3008,187853,43.1,46.3,1601.3,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Susquehanna,01/19/2021,25,15.6,1378,40328,62,38.6,3417,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Lehigh,09/14/2020,15,15.3,5448,369318,4.1,4.1,1475.2,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Cambria,02/18/2021,56,30.3,11484,130192,43,23.3,8820.8,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Wyoming,02/03/2021,0,4.1,1073,26794,0,15.5,4004.6,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Greene,11/29/2020,9,19.6,750,36233,24.8,54,2069.9,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Greene,02/07/2021,5,7.9,2473,36233,13.8,21.7,6825.3,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Greene,01/28/2021,23,14.7,2381,36233,63.5,40.6,6571.4,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Armstrong,09/18/2020,4,4.6,419,64735,6.2,7.1,647.3,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Chester,12/20/2020,196,266.6,18080,524989,37.3,50.8,3443.9,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Armstrong,11/26/2020,30,40.4,1773,64735,46.3,62.5,2738.9,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Dauphin,02/23/2021,57,56.7,20327,278299,20.5,20.4,7304,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Pennsylvania,08/22/2020,604,657.1,130083,12801989,4.7,5.1,1016.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Perry,11/26/2020,11,13.7,662,46272,23.8,29.6,1430.7,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Indiana,12/23/2020,39,37.4,3783,84073,46.4,44.5,4499.7,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Mercer,01/13/2021,50,68.4,6913,109424,45.7,62.5,6317.6,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Armstrong,05/13/2020,0,0.1,55,64735,0,0.2,85,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Carbon,06/07/2020,0,1.9,250,64182,0,2.9,389.5,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Elk,03/11/2021,2,2.4,2364,29910,6.7,8.1,7903.7,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Butler,03/05/2021,24,31.9,14117,187853,12.8,17,7514.9,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Butler,12/05/2020,93,125.4,5389,187853,49.5,66.8,2868.7,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Huntingdon,02/18/2021,26,11,4115,45144,57.6,24.4,9115.3,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Juniata,11/29/2020,10,17.4,745,24763,40.4,70.4,3008.5,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Huntingdon,12/15/2020,28,41.1,2332,45144,62,91.1,5165.7,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Greene,12/27/2020,11,26.6,1564,36233,30.4,73.3,4316.5,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Greene,01/29/2021,16,15,2397,36233,44.2,41.4,6615.5,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
York,06/01/2020,14,12.1,1034,449058,3.1,2.7,230.3,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Westmoreland,12/18/2020,374,369,16281,348899,107.2,105.8,4666.4,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Pennsylvania,05/30/2020,511,596,72152,12801989,4,4.7,563.6,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Centre,02/06/2021,135,83.4,11962,162385,83.1,51.4,7366.4,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Berks,02/02/2021,106,332.6,32950,421164,25.2,79,7823.6,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Berks,02/20/2021,67,99.9,35008,421164,15.9,23.7,8312.2,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Luzerne,10/11/2020,40,31.6,4466,317417,12.6,9.9,1407,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Erie,10/22/2020,31,16.3,1969,269728,11.5,6,730,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Northampton,11/07/2020,54,64.3,6118,305285,17.7,21.1,2004,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Pike,03/31/2021,25,24.6,3178,55809,44.8,44,5694.4,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Chester,06/04/2020,59,49.6,2983,524989,11.2,9.4,568.2,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Crawford,05/19/2020,0,0,25,84629,0,0,29.5,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Franklin,01/17/2021,45,87.1,10637,155027,29,56.2,6861.4,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Wyoming,07/30/2020,0,0.1,59,26794,0,0.5,220.2,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Philadelphia,04/12/2020,473,445.4,6757,1584064,29.9,28.1,426.6,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Huntingdon,03/26/2021,19,7.3,4537,45144,42.1,16.1,10050.1,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Cambria,10/26/2020,40,23,1097,130192,30.7,17.7,842.6,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Northumberland,10/23/2020,10,22,1516,90843,11,24.2,1668.8,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Bedford,03/27/2021,4,4,3942,47888,8.4,8.4,8231.7,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Centre,02/07/2021,23,79.4,11985,162385,14.2,48.9,7380.6,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Lawrence,08/23/2020,0,1.6,442,85512,0,1.8,516.9,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Philadelphia,08/29/2020,118,106.9,29108,1584064,7.4,6.7,1837.6,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Somerset,03/15/2021,13,8.3,6801,73447,17.7,11.3,9259.7,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
York,03/20/2021,74,119.6,37964,449058,16.5,26.6,8454.1,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Lehigh,04/06/2021,129,144.9,35095,369318,34.9,39.2,9502.7,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Pennsylvania,04/08/2020,2015,1648.3,19042,12801989,15.7,12.9,148.7,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Northumberland,04/06/2021,27,19.4,8698,90843,29.7,21.4,9574.8,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Fulton,01/08/2021,9,16.1,840,14530,61.9,111.1,5781.1,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Cumberland,07/27/2020,23,17.6,1186,253370,9.1,6.9,468.1,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Fayette,11/17/2020,75,36.3,1518,129274,58,28.1,1174.3,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Snyder,01/14/2021,14,26,2373,40372,34.7,64.4,5877.8,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Lehigh,11/08/2020,106,101.7,7709,369318,28.7,27.5,2087.4,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Pike,01/22/2021,22,21.4,2013,55809,39.4,38.4,3606.9,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Pike,02/18/2021,11,10.3,2419,55809,19.7,18.4,4334.4,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Lehigh,06/02/2020,20,15.4,3816,369318,5.4,4.2,1033.3,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Cumberland,05/01/2020,16,16.3,375,253370,6.3,6.4,148,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Indiana,02/07/2021,5,14.1,4873,84073,5.9,16.8,5796.2,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Huntingdon,11/18/2020,26,25.1,1472,45144,57.6,55.7,3260.7,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Greene,01/30/2021,12,15.4,2409,36233,33.1,42.6,6648.6,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Clinton,12/14/2020,36,44.7,1385,38632,93.2,115.7,3585.1,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Greene,12/24/2020,24,36.7,1507,36233,66.2,101.3,4159.2,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Northampton,08/09/2020,4,10.1,3956,305285,1.3,3.3,1295.8,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Lawrence,03/07/2021,9,18.7,6174,85512,10.5,21.9,7220,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Clinton,01/22/2021,5,12.6,2436,38632,12.9,32.5,6305.7,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Fayette,03/12/2021,43,25.9,10633,129274,33.3,20,8225.2,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Westmoreland,04/23/2020,14,9.9,324,348899,4,2.8,92.9,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Lycoming,08/26/2020,6,6.3,512,113299,5.3,5.5,451.9,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Berks,06/10/2020,13,15.4,4261,421164,3.1,3.7,1011.7,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Wayne,02/28/2021,11,13.1,3076,51361,21.4,25.6,5989,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Clearfield,03/19/2021,26,28.9,6810,79255,32.8,36.4,8592.5,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Chester,05/07/2020,55,44.3,1773,524989,10.5,8.4,337.7,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Venango,02/14/2021,3,9.3,3300,50668,5.9,18.3,6513,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Venango,01/19/2021,14,18.3,2983,50668,27.6,36.1,5887.3,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Lycoming,01/10/2021,54,88.3,6982,113299,47.7,77.9,6162.5,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Huntingdon,11/20/2020,28,24.4,1529,45144,62,54.1,3386.9,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Mercer,12/24/2020,66,82,5597,109424,60.3,74.9,5115,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Lehigh,12/31/2020,291,262.4,20810,369318,78.8,71.1,5634.7,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Armstrong,12/17/2020,70,52.9,2791,64735,108.1,81.7,4311.4,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Allegheny,07/13/2020,324,196.9,5390,1216045,26.6,16.2,443.2,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Lebanon,04/01/2021,52,39,13921,141793,36.7,27.5,9817.8,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Blair,12/20/2020,97,121.9,7089,121829,79.6,100,5818.8,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Blair,11/25/2020,121,124,3753,121829,99.3,101.8,3080.5,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Cameron,03/14/2021,0,0.3,266,4447,0,6.4,5981.6,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Union,11/21/2020,73,44.7,1334,44923,162.5,99.5,2969.5,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Cambria,04/06/2021,37,33.9,12510,130192,28.4,26,9608.9,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Juniata,02/28/2021,2,3.1,1822,24763,8.1,12.7,7357.8,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Northampton,11/18/2020,175,125.6,7403,305285,57.3,41.1,2424.9,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Beaver,01/27/2021,66,51.7,10829,163929,40.3,31.5,6605.9,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Mercer,10/27/2020,20,18.4,1063,109424,18.3,16.8,971.5,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Cumberland,10/05/2020,13,14.7,2013,253370,5.1,5.8,794.5,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Venango,02/12/2021,12,8.9,3285,50668,23.7,17.5,6483.4,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Lycoming,11/28/2020,91,62.9,2190,113299,80.3,55.5,1932.9,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Potter,01/12/2021,13,9.7,749,16526,78.7,58.8,4532.3,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Northampton,07/04/2020,7,12,3492,305285,2.3,3.9,1143.8,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Elk,11/21/2020,10,12,434,29910,33.4,40.1,1451,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Potter,03/30/2021,1,0.9,982,16526,6.1,5.2,5942.2,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Greene,12/25/2020,26,31.4,1533,36233,71.8,86.7,4230.9,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Greene,01/20/2021,25,23.4,2265,36233,69,64.7,6251.2,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Greene,01/18/2021,31,23.1,2219,36233,85.6,63.9,6124.3,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Delaware,11/04/2020,136,124,14683,566747,24,21.9,2590.8,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Westmoreland,01/29/2021,91,101.6,24724,348899,26.1,29.1,7086.3,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Westmoreland,03/15/2021,104,63.4,27756,348899,29.8,18.2,7955.3,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Crawford,02/12/2021,19,16.9,6220,84629,22.5,19.9,7349.7,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Clinton,04/04/2021,9,15,3175,38632,23.3,38.8,8218.6,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Pennsylvania,01/15/2021,6853,6906.1,764430,12801989,53.5,53.9,5971.2,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Allegheny,06/20/2020,18,14.3,2195,1216045,1.5,1.2,180.5,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Carbon,04/18/2020,4,5.3,142,64182,6.2,8.2,221.2,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Snyder,02/16/2021,16,12.6,3055,40372,39.6,31.1,7567.1,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Franklin,10/31/2020,22,31.4,2339,155027,14.2,20.3,1508.8,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Snyder,11/15/2020,13,18.4,734,40372,32.2,45.6,1818.1,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Lancaster,12/26/2020,240,312.1,26812,545724,44,57.2,4913.1,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Lancaster,11/18/2020,329,252.7,13258,545724,60.3,46.3,2429.4,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Mifflin,10/30/2020,6,11,438,46138,13,23.8,949.3,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Cambria,02/11/2021,29,43,11272,130192,22.3,33,8658,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Indiana,10/31/2020,27,21.7,1232,84073,32.1,25.8,1465.4,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Bucks,03/26/2020,19,18,147,628270,3,2.9,23.4,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Mercer,10/23/2020,15,13.9,989,109424,13.7,12.7,903.8,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Chester,04/03/2021,185,185.9,34944,524989,35.2,35.4,6656.1,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Philadelphia,05/16/2020,111,176.1,15803,1584064,7,11.1,997.6,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Somerset,03/06/2021,6,7,6714,73447,8.2,9.5,9141.3,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Montgomery,12/27/2020,299,425.7,34957,830915,36,51.2,4207,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Franklin,03/23/2021,47,32.6,13227,155027,30.3,21,8532.1,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Juniata,11/04/2020,10,3.7,269,24763,40.4,15,1086.3,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Snyder,11/05/2020,9,8.1,575,40372,22.3,20.2,1424.3,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Snyder,10/31/2020,9,5.9,531,40372,22.3,14.5,1315.3,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Forest,03/27/2021,1,0.7,1393,7247,13.8,9.9,19221.7,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Perry,06/08/2020,0,0.7,70,46272,0,1.5,151.3,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Dauphin,12/19/2020,147,201.6,12163,278299,52.8,72.4,4370.5,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Lawrence,07/15/2020,3,9.3,214,85512,3.5,10.9,250.3,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Allegheny,01/25/2021,289,370,67642,1216045,23.8,30.4,5562.5,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Susquehanna,12/21/2020,10,12.1,895,40328,24.8,30.1,2219.3,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Cambria,12/05/2020,153,186.3,5740,130192,117.5,143.1,4408.9,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Adams,03/30/2021,47,38,8115,103009,45.6,36.9,7878,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Adams,11/14/2020,5,21.6,1513,103009,4.9,20.9,1468.8,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Fulton,04/06/2021,2,3,1213,14530,13.8,20.6,8348.2,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Crawford,12/20/2020,72,84.1,4391,84629,85.1,99.4,5188.5,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Crawford,02/13/2021,13,16.6,6233,84629,15.4,19.6,7365.1,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Beaver,01/22/2021,53,58.3,10576,163929,32.3,35.6,6451.6,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Centre,03/26/2021,116,69.3,14362,162385,71.4,42.7,8844.4,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Schuylkill,05/28/2020,11,8.1,621,141359,7.8,5.8,439.3,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Berks,03/08/2021,94,105.6,36518,421164,22.3,25.1,8670.7,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Luzerne,12/29/2020,369,184,17076,317417,116.3,58,5379.7,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Venango,04/22/2020,1,0.1,9,50668,2,0.3,17.8,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Union,03/24/2020,0,0,0,44923,0,0,0,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Columbia,03/09/2021,5,8.4,4726,64964,7.7,13,7274.8,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Wayne,09/12/2020,0,1.1,201,51361,0,2.2,391.3,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Delaware,05/09/2020,143,126.6,5098,566747,25.2,22.3,899.5,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Delaware,05/23/2020,58,78.3,6283,566747,10.2,13.8,1108.6,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Venango,03/06/2021,4,7.6,3453,50668,7.9,14.9,6815,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Butler,09/19/2020,13,9.4,1006,187853,6.9,5,535.5,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Greene,01/25/2021,12,15.3,2326,36233,33.1,42.2,6419.6,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
